deu	yid
Ehemann	מאַן
Gatte	מאַן
Gemahl	מאַן
Mann	מאַן
Ehepaar	פּאָרפֿאָלק
ehrlich	כּשר
ehrlich	גערעכט
ehrlich	יושרדיק
Eiffelturm	אייפעל טאוער
Einfall	אָנפֿאל
Überfall	אָנפֿאל
einigermaßen	עפּעס
etwas	עפּעס
Einzahl	איינצאָל
Singular	איינצאָל
einzeln	איינציק
Eisen	eizn
Iise	eizn
Eisen	אײַזן
elegant	געשמאַקפֿול
elegant	אײדֹל
fein	געשמאַקפֿול
fein	אײדֹל
E-Mail	בליצבריוו
E-Mail	בליצבריוול
Mail	בליצבריוו
Mail	בליצבריוול
entschuldigen	אַנטשולדיקן
Erdbeben	ערדציטערניש
Erdbeere	טרוסקאַפֿקע
Erde	ערד
Erde	ערד
Erdkunde	געאָגראַפֿיע
Geographie	געאָגראַפֿיע
Geografie	געאָגראַפֿיע
Erdteil	קאָנטינענט
Kontinent	קאָנטינענט
Erinnerung	אָנדענק
Erinnerung	זכּרון
erst	ערשט
Esel	אייזל
es gibt	איז דאָ
Essig	עסיק
Essig	עסיג
Estland	עסטלאַנד
Eulen nach Athen tragen	פֿירן שטרוי קיין מצרים
Euro	איירא
Europa	אייראפע
Experte	מבֿין
Expertin	מבֿין
Kenner	מבֿין
Marktkenner	מבֿין
Kennerin	מבֿין
Marktkennerin	מבֿין
Fall	פֿאַל
Fall	בייגפֿאַל
Kasus	פֿאַל
Kasus	בייגפֿאַל
Fall	פֿאַל
Falte	קנייטש
Familie	משפּחה
Färöer	פֿאַרא אינזלען
Faschist	נאצי
Nazi	נאצי
Fata Morgana	אויסווײַזעניש
Fata Morgana	אָפּדוכט
Luftspiegelung	אויסווײַזעניש
Luftspiegelung	אָפּדוכט
Februar	פֿעברואַר
Feige	פֿײַג
Feld	פֿעלד
Lagerstätte	פֿעלד
Fenster	פֿענצטער
Windauge	פֿענצטער
Ferien	װאַקאַציע
feucht	נאַס
nass	נאַס
Feuchtigkeit	נאַסקײט
Feuchtigkeit	פֿײַכטקײט
Feuchtigkeit	װילגאָטש
Nässe	נאַסקײט
Nässe	פֿײַכטקײט
Nässe	װילגאָטש
Feuchte	נאַסקײט
Feuchte	פֿײַכטקײט
Feuchte	װילגאָטש
Humidität	נאַסקײט
Humidität	פֿײַכטקײט
Humidität	װילגאָטש
Feuerbestattung	פֿאַרברענונג
Feuerbestattung	קרעמאַציע
Kremation	פֿאַרברענונג
Kremation	קרעמאַציע
Findelkind	אונטערגעוואָרפֿן קינד
Findling	אונטערגעוואָרפֿן קינד
Fingernagel	נאָגל
Nagel	נאָגל
Floh	פֿלױ
Floh	פֿלוי
Fluor	פֿלואָר
Föhre	סאסנע
Forke	ווידלע
Mistgabel	ווידלע
Frage	פֿרעג
Frankreich	פֿראַנקרײַך
Frettchen	אילטיס
fröhliche Weihnachten	פֿרײלעכע ניטל
fromm	פרום
Führer	קאָפּ
Häuptling	קאָפּ
Platzhirsch	קאָפּ
Funke	פֿונק
Funken	פֿונק
Funktion	פונקציע
Fürstin	פּרינצעסין
Garnele	ראַקל
Gas	גאַז
gastieren	גאַסטראָלירן
Gastrollen geben	גאַסטראָלירן
Gebet	תּפֿילה
Gebot	געבאָט
Gefahr	געפאַר
Risiko	געפאַר
Gefäß	אדער
gegen	קעגן
gegen	אויף צעזעצעניש
wider	קעגן
wider	אויף צעזעצעניש
gehen	קומען
kommen	קומען
sich nähern	קומען
Geiger	פֿידלער
Violinist	פֿידלער
Gemeinde	שטאָט
Gemeinde	שטעטל
Ort	שטאָט
Ort	שטעטל
Stadt	שטאָט
Stadt	שטעטל
Städtchen	שטאָט
Städtchen	שטעטל
General	גענעראַל
genug	גענוג
Georgien	גרוזיע
Geschichte	היסטאָריע
Geschmack	טעם
Geschmack	גוסט
Geschmack	געשמאַק
Gesichtsfarbe	קאָליר
Haut	קאָליר
Teint	קאָליר
Gesichtshaut	קאָליר
Gewicht	געװיכט
Körpergewicht	געװיכט
giftig	סמיק
Glas	גלאָז
Göttin	געטין
Grammatik	גראַמאַטיק
Sprachlehre	גראַמאַטיק
Grinsen	שמאָך
Grinsen	שמייכל
Lächeln	שמאָך
Lächeln	שמייכל
Grönland	גרינלאַנד
groß	גרױס
grün	גרין
Guernsey	גערנזי
Guinea	גינע
Gurgel	האַלדז
Gurgel	גאָרגל
Hals	האַלדז
Hals	גאָרגל
Kehle	האַלדז
Kehle	גאָרגל
Rachen	האַלדז
Rachen	גאָרגל
Schlund	האַלדז
Schlund	גאָרגל
guten Morgen	גוט־יום־טובֿ
guten Morgen	אַ גוטן שבת
guten Morgen	שלום־עליכם
guten Morgen	אַ גוטן מאָרגן
guten Morgen	גוטהעלף
guten Tag	גוט־יום־טובֿ
guten Tag	אַ גוטן שבת
guten Tag	שלום־עליכם
guten Tag	אַ גוטן מאָרגן
guten Tag	גוטהעלף
Hafenstadt	האַוונשטאָט
Hals	האלדז
Kehle	האלדז
Rachen	האלדז
Schlund	האלדז
halten	האַלטן
Hammelfleisch	שעפּסנס
Hand	האַנט
Hand	האַנט
Handschrift	כּתבֿ
Handschrift	האַנט
Handschrift	האַנטשריפֿט
Handschrift	געשרײַבערײַ
Schrift	כּתבֿ
Schrift	האַנט
Schrift	האַנטשריפֿט
Schrift	געשרײַבערײַ
Handy	צעלקע
hängen	הענגען
schweben	הענגען
Hans	יוחנן
Jan	יוחנן
Johann	יוחנן
Johannes	יוחנן
Häretiker	אַפּיקורס
Häretiker	מין
Häretikerin	אַפּיקורס
Häretikerin	מין
Ketzer	אַפּיקורס
Ketzer	מין
Ketzerin	אַפּיקורס
Ketzerin	מין
Haschisch	האַשיש
Hauptwort	סובסטאַנטיוו
Substantiv	סובסטאַנטיוו
Dingwort	סובסטאַנטיוו
Gegenstandswort	סובסטאַנטיוו
Substantivum	סובסטאַנטיוו
Hauptnennwort	סובסטאַנטיוו
Selbstwort	סובסטאַנטיוו
Hausierer	פּעדלער
hebräisch	העברעיש
Heidentum	אפגאט
heilen	היילן
Heirat	חופּה
Heirat	חתונה
Heirat	קידושין
Hochzeit	חופּה
Hochzeit	חתונה
Hochzeit	קידושין
herangehen	אונטערגיין
herankommen	אונטערגיין
Herzklopfen	האַרץ־קלאַפּעניש
Herzschlag	האַרץ־קלאַפּעניש
Heu	היי
Himbeere	מאַלענע
Himmel	הימל
Himmel	שמים
Himmel	הימל
Himmel	שמים
Himmel	הימל
Himmel	די בלויע יאַרמלקע
Homosexuelle	האָמאָסעקסואַל
Homosexueller	האָמאָסעקסואַל
hören	הערן
zuhören	הערן
Höschen	מײַטקעס
Schlüpfer	מײַטקעס
Huhn	פּויקעלע
Huhn	קורטשוקל
Kücken	פּויקעלע
Kücken	קורטשוקל
Küken	פּויקעלע
Küken	קורטשוקל
Muttchen	פּויקעלע
Muttchen	קורטשוקל
Vogeljunges	פּויקעלע
Vogeljunges	קורטשוקל
Küchlein	פּויקעלע
Küchlein	קורטשוקל
Pipperl	פּויקעלע
Pipperl	קורטשוקל
Hut	קאפעליטש
hypothetisch	היפּאָטעטיש
Idaho	איידעהא
Idiot	אידיאָט
Idiot	חכם
Idiot	דאָס
Indien	אינדיע
Indien	אינדיע
Indien	אינדיע
Indien	אינדיע
Insel	אינדזל
Insulin	אינסולין
Intelligenz	שׂכל
Iowa	אייאויווע
Irak	איראַק
irgendein	אַבי
Jaguar	יאַגואַר
Jahr	יאָר
Jahreszeit	seson
Jamaika	דזשאַמײקע
Japan	יאפאן
Joghurt	יאָגורט
Jogurt	יאָגורט
Yoghurt	יאָגורט
Yogurt	יאָגורט
Jugendliche	sunerling
Jugendlicher	sunerling
Jupiter	יופּיטער
Kakaobaum	קאקאא בוים
Kalifornien	קאַליפֿאָרניע
Kamerun	קאַמערון
Kanada	קאַנאַדע
Karren	וואָגן
Karren	וועגעלע
Wagen	וואָגן
Wagen	וועגעלע
Kasachstan	קאַזאַכסטאַן
katholisch	קאַטויליש
Katholizismus	קאטאליציזם
kehren	אױסקערן
kehren	בײַטן זיך
kehren	אויסקערעװען
kehren	קערעװען
umdrehen	אױסקערן
umdrehen	בײַטן זיך
umdrehen	אויסקערעװען
umdrehen	קערעװען
Keller	קעלער
Kellergeschoß	קעלער
Souterrain	קעלער
Sockelgeschoß	קעלער
Kellner	קעלנער
Ober	קעלנער
Ketchup	קעטשאָפּ
Tomatensauce	קעטשאָפּ
Ketschup	קעטשאָפּ
Tomatenketchup	קעטשאָפּ
kichern	כיכיקען
Kinderfrau	ניאַניע
Kindermädchen	ניאַניע
Kindergarten	קינדערגאַרטן
Vorschule	קינדערגאַרטן
Kino	קינאָ
Klang	קלאנג
Schall	קלאנג
Laut	קלאנג
Klimatologie	קלימאטאלאגיע
Klinke	קליאַמקע
Türgriff	קליאַמקע
Türdrücker	קליאַמקע
Knoblauch	קנאָבל
Knoblauch	קנאבל
Knofel	קנאבל
Knochen	בײן
Knochengewebe	בײן
Kobalt	קאָבאַלט
Cobalt	קאָבאַלט
Köln	קעלן
Kolumbien	קאלאמביע
Konfuzius	קאָנפֿוציוס
Kontakt	קאָנטאַקט
koscher	כּשר
Kosovo	קאָסאָווע
Kriegsmarine	פֿלאָט
Marine	פֿלאָט
Seefahrt	פֿלאָט
Seestreitkräfte	פֿלאָט
Kriegsflotte	פֿלאָט
Marineamt	פֿלאָט
Krise	קריזיס
Krise	קריזיס
Krone	קרוין
Krone	עטרה
Krone	כּתר
Kruzifix	צלם
Kuchen	קוכן
Kühlschrank	פרידזשידער
kurz	קורץ
Land	לאַנד
Landschildkröte	טשערעפּאַכע
Schildkröte	טשערעפּאַכע
lang	לאַנג
lang	לאַנג
Lastwagen	משׂא־אויטאָ
lebendig	בילדעריש
lebhaft	בילדעריש
Leber	לעבער
Leichtsinn	קלות־דעת
Lenzing	מערץ
März	מערץ
lesen	לייענען
Liberalismus	ליבעראַליזם
Libyen	ליביע
lieb	ליב
lieb	טײַער
Lied	ליד
Lied	זינגליד
Song	ליד
Song	זינגליד
Liste	רשימה
Litauen	ליטע
Literatur	ליטעראַטור
Schrifttum	ליטעראַטור
Lithium	ליטיום
Logarithmus	לאָגאַריטם
Logik	לאָגיק
Logik	לאָגיקע
London	לאנדאן
lüstern	תּאווהדיק
Lüttich	ליעזש
Mahl	מאָלצײַט
Mahl	מעל
Mahlzeit	מאָלצײַט
Mahlzeit	מעל
Mittagessen	מאָלצײַט
Mittagessen	מעל
Nahrung	מאָלצײַט
Nahrung	מעל
Mai	מיי
Malediven	מאַלדיוון
Marokko	מאַראָקאָ
Marxismus	מארקסיזם
Mauretanien	מאַריטאַניע
Mayotte	מאַיאט
Medizin	מעדיצין
Meer	ים
Meer	ים
See	ים
Meer	ים
Ozean	ים
See	ים
Mehl	מעהל
Melancholie	מעלאַנכאָליע
melken	מעלקן
Menora	מנורה
Menora	מנורה
Mensch	מענטש
Mexiko	מעקסיקע
Mienenspiel	אויסדרוק
Mikronesien	מיקראנעזיע
milchig	װײַס
Milz	מילץ
üble Laune	מילץ
Minsk	מינסק
Mittag	מיטאָג
Mittag	האַלבער טאָג
Mitte	צענטער
Mittelpunkt	צענטער
Zentrum	צענטער
Mittwoch	מיטוואך
mögen	ליב האָבן
gern lieb haben	ליב האָבן
gern schwimmen wandern	ליב האָבן
Mohammed	מוכאַמעד
Mohammedaner	מוסולמאַן
Moslem	מוסולמאַן
Moslemin	מוסולמאַן
Muselmane	מוסולמאַן
Muselmanin	מוסולמאַן
Muselmann	מוסולמאַן
Muslim	מוסולמאַן
Muslima	מוסולמאַן
Muslimin	מוסולמאַן
Islamit	מוסולמאַן
Muselman	מוסולמאַן
Islamitin	מוסולמאַן
Muselmännin	מוסולמאַן
Moment	רגע
Montag	מאָנטיק
Morgendämmerung	באַגינען
Morgengrauen	באַגינען
Tagesanbruch	באַגינען
Tagesgrauen	באַגינען
Moskau	מאָסקװע
mühsam	שווער
schwer	שווער
schwierig	שווער
Mund	מױל
Mund	שנאָבל
Museum	מוזיי
Muskel	מוסקל
Mutter	מוטער
Myanmar	מיאַנמאַר
nächstes Jahr	איבער א יאָר
Nacht	נאַכט
Nachthemd	נאכט העמד
Nachtigall	סאָלאָוויי
nächtlich	נאַכטיק
Nacht-	נאַכטיק
nah	נאָענט
Nase	נאָז
Nase	נאָז
Geruchsorgan	נאָז
Riechorgan	נאָז
Natur	נאַטור
Natur	נאטור
Naturwissenschaft	װיסנשאַפֿט
Wissenschaft	װיסנשאַפֿט
Naturphilosophie	װיסנשאַפֿט
Neuseeland	ניו זילאַנד
Niederung	נידערניש
Niederung	דאָלענע
Tal	נידערניש
Tal	דאָלענע
Tiefland	נידערניש
Tiefland	דאָלענע
Niere	ניער
Nudelholz	וואַלגערהאָלץ
Ofen	אויוון
Ökonom	עקאנאמיסט
Wirtschaftswissenschaftler	עקאנאמיסט
Ostasien	מזרח אַזיע
Osten	מיזרח
Österreich	עסטרײַך
Ostsee	באלטישער ים
Pakistan	פּאַקיסטאַן
Palästina	פאלעסטינע
Palladium	פּאַלאַדיום
Papier	פּאַפּיר
Paradeiser	פּאָמידאָר
Tomate	פּאָמידאָר
Paradigma	פּאַראַדיגמע
Paraguay	פּאַראַגווײַ
Parmesan	פארמעזאן
Pennsylvania	פענסילוועניע
Peru	פערו
Pfund	פֿונט
Philosophie	פֿילאָסאָפֿיע
Physik	פֿיזיק
Phyſik	פֿיזיק
Platon	פלאטו
Platz	פּלאַץ
Platz	סקווער
Pogrom	פאגראם
Polizist	פּאָליציאַנט
Polizist	סטראַפּטשע
Polizist	פּאָליציסט
Popcorn	פּאַפּקאָרן
Puffmais	פּאַפּקאָרן
populär	פּאָפּולער
Portugal	פארטוגאל
Portugal	פּאָרטוגאַל
Portugiesische Republik	פּאָרטוגאַל
prächtig	מעכטיק
Praseodym	פּראַזעאָדימיום
Präsidentschaft	פּרעזידענטשאַפֿט
provozieren	צערייצן
provozieren	פּראָוואָצירן
qualmen	טשאַדען
dunsten	טשאַדען
rußen	טשאַדען
blaken	טשאַדען
rasieren	גאָלן
rauchen	רייכערן
realistisch	רעאַליסטיש
Recherche	פֿאָרשונג
Untersuchung	פֿאָרשונג
Verhör	פֿאָרשונג
Religion	רעליגיע
Rom	רוים
Rose	רויז
Rosenstrauch	רויז
Rubin	רובין
Rumänien	ראמעניע
Rüster	קנופּבױם
Rüster	אולמע
Ulme	קנופּבױם
Ulme	אולמע
Sabbat	שבת
Schabbes	שבת
Schabbat	שבת
Sabbat	שבת
sagen	זאָגן
Salami	סאַלאַמי
Salamiwurst	סאַלאַמי
Samowar	סאַמאָוואַר
Saturn	סאַטורן
Sauerdorn	באַרבאַריס
Sauerstoff	זויערשטאף
Oxygenium	זויערשטאף
Sauerstoff	אָקסיגען
Saxophon	סאַקסאָפֿאָן
Schach	שאַך
Schach	שאַך
schaffen	אַן עצה געבן זיך
schaffen	באַגיין זיך
zurechtkommen	אַן עצה געבן זיך
zurechtkommen	באַגיין זיך
klarkommen	אַן עצה געבן זיך
klarkommen	באַגיין זיך
Schatz	שאַץ
Schlaf	שלאָף
Schlepper	טאַגבאָוט
Schlichtheit	עניוות
schließen	שליסן
zumachen	שליסן
Schmetterling	פֿלאַטערל
Schmetterling	זומער־פֿײגעלע
Schnabel	שנאָבל
schnarchen	כראָפּען
Schuhmacher	שוסטער
Schuster	שוסטער
Schuhmacherin	שוסטער
Schusterin	שוסטער
Schuld	שולד
Schutz	שמירה
Schutz	לײַבוואַך
schwarz	שװאַרץ
Schweden	שוועדן
Schweiz	שווייץ
Schwierigkeit	צרה
Schwierigkeit	אַ האַרב שווער לייענען
sechzehn	זעכצן
Seil	שטריק
Tau	שטריק
sein	זײַן
sexuell	געשלעכטיק
sexuell	סעקסועל
Sexual	געשלעכטיק
Sexual	סעקסועל
Seychellen	סיישעל
sichtbar	קענטיק
sie	זיי
sieben	זיבן
Siebenbürgen	זיבנבורגן
sind	זײַנען
sind	זײַנען
Sohle	פּיאַטע
Sonntag	זונטיק
Sozialismus	סאָציאַליזם
Spatz	שפּערל
Sperling	שפּערל
spielen	שפּילן
Spielzeug	צאַצקע
Spielzeug	שפּילכל
Spinat	ספּינאַט
Stachelbeere	אַגרעס
stark	שטאַרק
stark	שטאַרק
sterben	שטאַרבן
umkommen	שטאַרבן
versterben	שטאַרבן
Stern	שטערן
Stern	שטערן
Stil	סטיל
Stimme	שטימע
Stirn	שטערן
Straßburg	שטראסבורג
Straßenbahn	טראַמווײַ
Straßenbahnwagen	טראַמווײַ
Stroh	שטרוי
Strontium	סטראָנטיום
Stück	שפּיל
Stück	שטיק
Teil	שטיק
Stuhl	שטול
Stuhl	שטול
Stuhl	בענקל
Südafrika	דרום־אַפֿריקע
Südafrika	דרום־אַפֿריקע
Sudan	סודאַן
Süden	דרום
Sudeten	Sudetn
Sünde	עבֿירה
Sünde	זינד
Sünde	חטא
sündigen	זינדיקן
Suriname	סורינאם
Syrien	סירייע
Tag	tog
Tag	טאָג
Tag	טאָג
Tagebuch	טאָג־בוך
Tanach	תנ"ך
Tante	טאַנטע
tanzen	טאַנצן
Tätigkeit	אַקטיוויטעט
Tausendfüßler	מילליפּעדע
Teheran	טעראן
Teich	אָזערע
Teller	טעלער
Temperament	געבליטן
Temperament	מזג
Temperament	טעמפּעראַמענט
Terrorist	טעראָריסט
teuer	טײַער
Thailand	טײַלאַנד
Tier	חיה
Tier	בעל־חי
Tiger	טיגער
Tigerin	טיגער
Tiger	טיגער
Tod	טויט
Tomate	פּאָמידאַר
Tor	טיר
Tür	טיר
Torte	טאָרט
Traum	טרוים
Traum	חלום
treffen	טרעפֿן
Treppe	טרעפּל
Tripolis	טריפאלי
Tschernobyl	טשערנאבל
Tschornobyl	טשערנאבל
Türkei	טערקײַ
Tuvalu	טואוואַלו
übertreiben	מגזם זײַן
Ukraine	אוקראַינע
Umfang	לענג
umsonst	אומזיסט
Umzäunung	צוים
Umzäunung	צאַם
Umzäunung	צאָם
Ungarn	אונגערן
unterirdisch	אונטערגרונט
subterran	אונטערגרונט
Untergrund-	אונטערגרונט
unterstreichen	אונטערשטרײַכן
Urin	יורינע
USA	פֿאַראייניגטע שטאַטן
USA	פֿ"ש
Vereinigte Staaten	פֿאַראייניגטע שטאַטן
Vereinigte Staaten	פֿ"ש
vegetarisch	וועגעטאַריש
Vektor	וועקטאר
Venezuela	ווענעזועלע
verbessern	פֿאַרבעסערן
Vereinigtes Königreich	בריטאניע
Vereinte Nationen	יו ען
Vertretung	פאַרטרעטונג
viel	פֿיל
Vilnius	ווילנע
Volksrepublik China	כינע
Volkswirtschaftslehre	ווירטשאפט
Vorsicht	איי
Vulkan	וווּלקאַן
Wal	וואַלפֿיש
warm	װאַרעם
Warschau	וואַרשע
was	וואָס
Wasser	װאַסער
Wasserstoff	הידראגען
Hydrogen	הידראגען
Hydrogenium	הידראגען
Weisheitszahn	חכמה־צאָן
Weißrussland	ווײַסרוסלאַנד
welche	וואָסער
welche	וואָסערע
welcher	וואָסער
welcher	וואָסערע
welches	וואָסער
welches	וואָסערע
Werk	ווערק
wiegen	װעגן
Wind	ווינט
Wirbeltiere	ווערטייברעיטס
Wissen	קענטעניש
Wissen	קענען
Wissen	וויסן
Wissen	וויסנשאַפֿט
Wissenschaftler	וויסנשאַפֿטלער
Wissenschaftlerin	וויסנשאַפֿטלער
wo	וווּ
Woche	װאָך woch
wohin	וווּהין
Wörterbuch	ווערטערבוך
Wörterbuch	ווערטערבוך
Diktionär	ווערטערבוך
würzen	צוריכטן
Wüste	מידבר
Zeitung	צײַטונג
Zigarette	פּאַפּיראָס
Zucker	צוקער
Zukunft	צוקונפֿט
Zukunft	וועט־זײַן
Zunge	צונג
Zunge	צונג
Zweiter Weltkrieg	צווייטע וועלט מלחמה
Zwiebel	ציבעלע
zwischen	צווישן
ukrainisch	אוקרײַניש
ukrainisch	אוקראַיניש
Di	דינסטיק
